24,ResponseId,Q79,Q32,,Q22,Q22_23_TEXT,*********,Q29,Q29_12_TEXT,Q55,Q50,Q50_4_TEXT,Q56#1_1,Q56#1_2,Q56#1_3,Q56#1_4,Q56#1_5,Q56#1_6,Q56#1_7,Q56#1_8,Q56#1_9,Q56#1_10,Q56#1_11,Q61,Q57#1_1,Q57#1_2,Q57#1_3,Q57#1_4,Q57#1_5,Q57#1_6,Q57#1_7,Q57#1_8,Q57#1_9,Q57#1_10,Q57#1_10_TEXT,Q62,Q67,Q67_5_TEXT,Q68,Q69,Q70,Q46,Q47,Q48,Q58,Q59,Q60,CODING,RESEARCHER,Q71,Q70,Q71,Q74,Q75,Q49,Q44,Q51,Q52,Q52_11_TEXT,Q78,Q27
3/9/2021 11:13:23,R_42vMIexELphGVSp,removed for now,removed for now,,Life Sciences,,Student,First-year graduate student,,,"Near-first generation to college (a parent/guardian is a college graduate, but you had little to no exposure to information about how to succeed in college)",,"1,2",,"1,2",0,"1,2","1,2",0,2,2,0,0,,2,0,2,0,2,0,0,2,2,,,,"Yes, explicitly mentioning COVID-19",,Mostly just when classes will be remote,I generally find school communications about COVID-19 do not actually convey much information so I've generally stopped reading them.,"I'm not planning on going to school in person until the pandemic is over, because I'm immunosuppressed. So the main impact on me is whether everyone else is remote or not, but it won't change my situation.","Being given the same vague information over and over again about when shots will be available, when classes will be remote (usually months after my department has already decided), etc",Mostly just irritated because it's not actually telling me anything new,Nothing,"Over zoom, emails, and slack with individual faculty in my department",These are the interactions that feel meaningful and like someone at the school actually cares about me,"These are the communications that I actually trust and make my decisions based on, because they are specific to my department and program so I know they understand what I need",Not supported,Ali,how the school is going to handle remote work in the future/whether the new increases in accessibility forced by the pandemic will continue to be available once in-person school is possible again.,NO CHANGE,"I'm not planning on going to school in person until the pandemic is over, because I'm immunosuppressed. So the main impact on me is whether everyone else is remote or not, but it won't change my situation.",Somewhat,"Doing my PhD rotations remotely is making it difficult to choose a thesis lab because I don't actually know what it's like to work in each lab's environment.. I may have done some experimental research for my rotations if it were not a pandemic, but because I'm immunosuppressed I am only doing computational work this year.","Genderfluid, Genderqueer, or Gender Non-conforming",No,Bisexual,"Hispanic or Latinx,White",,"Although I have lost family members due to COVID-19 and had significant negative impacts on my grad school experience, I've overall benefited from quarantine. It's improved my physical health in some ways, like allowing me to get the amount of sleep I actually need, and not needing to strain myself to walk to work during flare-ups. It's also negatively impacted my physical health by making it riskier for me to visit doctors or access needed injections, and also hugely decreasing my levels of physical activity. Mentally it's been very positive because I have the space and schedule flexibility I need to work effectively with depression & ADHD.",Submit
6/23/2021 19:19:58,R_4SGqORZ7P2cVc1b,removed for now,removed for now,,Physics and Astronomy,,Professional,Faculty,,,First generation to college (no parent/guardian in the household is a college graduate),,0,0,0,0,2,2,0,2,0,0,0,,0,0,0,0,2,0,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,"1) Guidelines for access to campus resources, like labs, offices, etc. 
2) Availability of new resources for teaching like ZOOM account licenses.","1) Neutral, as during the pandemic I very seldom had to b on campus. 
2) Very useful, but it took significant personal effort to have university purchase those licenses. ","1) Visited campus a few times following safety protocols
2) Terminated use of my own ZOOM Pro account for remote instruction and began using a licensed university account. This also simplified use of TAs in remote instruction since all account belonged to the same entity and TAs were allowed to have their own ZOOM Pro accounts.","Very late information on vaccination. Ambiguous information on expectations for in-person teaching or remote teaching, and which safety protocols, if any, students will have to follow in the Fall.  ",Frustrated to see such lack of coordination at university and state level in dealing with a very serious public health threat. ,Transmitted my concerns to Department Head. ,ZOOM faculty meetings.,Useful to touch bases with other faculty members and understand their concerns and own struggles with navigating the academic environment during the pandemic.,Stated my own experiences and concerns. ,Not supported,Ali,"Will there be limits to room occupancy for Fall semester? If so, how will a hybrid model be implemented for the students that cannot be in the classroom when the classroom is not equipped with any teleconferencing equipment. Since vaccinations are not required and students/staff/faculty are not required to disclose their vaccination status, will there be testing protocols to prevent outbreaks throughout campus on unvaccinated students/staff/faculty? What measure will be taken if/when those outbreaks occur?",CHANGED,,Somewhat,"Impossibility to conduct in-person research at national lab during Spring Break and after Spring semester is over. Inability to have more frequent in-person meetings with graduate and undergraduate students, which had to be replaced by ZOOM meetings. Increased burden on some members of research group. Mental health concerns such as increased stress and burn-out. Clear ZOOM fatigue, with some weeks requiring 30 hours on ZOOM. While scope of work did not change, those factors affected productivity both for me, members of research group, and potentially for undergraduate students that may have felt too fatigued to attend ZOOM office hours. ",Man,No,Heterosexual or straight,White,,,Submit
3/14/2021 12:29:09,R_4VjcjIvNL75BWFj,removed for now,removed for now,,Geosciences,,Professional,Faculty,,,None of these,,0,0,3,0,0,2,0,2,2,0,0,"I have had issues with caring for my parents remotely. In addition, as chair of the diversity committee in the department I am under lots of pressure from the students, and am frustrated with the faculty so I am getting grief from all sides. ",0,0,0,0,0,0,0,0,2,,,I find that I am not keeping track of things.  I think this is because I am working in the same place every day and am on zoom too much.,"Yes, explicitly mentioning COVID-19",,"We get frequent blog like posts from the president, but mostly these communications say that this is hard","I feel like the institution is really caring for the students, but they don't realize how this all is on the faculty",Keep doing my job.  That is all I can do.,"I know that we need to support supports during this time, but we are not given guidance on how to do this.   ",Helpless,I continue to be as flexible as I can with the students in classes.  ,Not much.  It is nearly impossible to get on the department chairs calendar.,Not valued.,Just keep doing my job,Not supported,Ali,"I want to help the department, the students in particular, but I need to coordinate with the chair and but I can't do that without communication",CHANGED,"I have considered applying to leadership positions at other institutions, and I am contacted frequently by head hunters.",Somewhat,"Because of caregiving issues and expectation for service work for the department, I couldn't put as much time into a grant application as I wanted to and it did not get funded.",Woman,No,Heterosexual or straight,White,,,Submit
6/24/2021 11:43:28,R_4Yep12h4P8cYEOl,removed for now,removed for now,,Life Sciences,,Student,Graduate student (second-year or above),,Ph.D.,None of these,,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,2,0,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,Clear guidelines on in person and remote work expectations,Like the university valued me as a human with personal needs and concerns,Stayed working at home and didn't worry about my feelings of low productivity,"How leave policies changed, which doesn't really affect me as a graduate student",Ambivalent,Nothing,No conversations. Only email newsletters,"In-the-loop, connected","Followed university guidelines for working from home, mask wearing, social distancing",Supported,Ali,What Fall 2021 courses will be like in terms of mask requirements and social distancing,NO CHANGE,,Not at all,,Man,No,Heterosexual or straight,White,,,Submit
8/12/2021 7:59:32,R_55vXqgNYhmptSil,removed for now,removed for now,,Life Sciences,Biology,Student,Graduate student (second-year or above),,M.S.,None of these,,2,1,1,1,2,2,1,2,3,0,0,,2,2,2,0,0,0,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,"Emails about masks being mandated on campus, campus testing centers",Safer as a whole that the school is taking Covid seriously,Got tested weekly to do my part in keeping our campus Covid-free,That graduate assistants must still teach in-person labs while professors get to teach from home. ,I understand the reasoning and issues behind not transitioning to online labs but still feel like cannon fodder for the virus,Nothing.  I need to finish this degree and can't make waves,Talked with students/lab techs over covid fears,"anxious, the virus keeps mutating and spreading",wear a mask,Not supported,Ali,Whether our classes will go fully online again.  There;s still a month of virus spreading until our classes return and it looks like they'll wait until the last second to make the call again.,CHANGED,,Somewhat,,Man,No,Decline to state,White,,I'm more depressed than ever and don't have time to get the help I need (finishing M.S.),Submit
5/9/2020 5:03:50,R_5avyxz9Qgw4Qfzr,removed for now,removed for now,,"Life Sciences,Social Sciences (includes law and policy)",,Professional,Faculty,,,None of these,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2,,,,"Yes, explicitly mentioning COVID-19",,"Guidelines for operation, budget cuts, new policies and procedures","mostly frustrated as communication was poor and messages raised additional questions, requiring follow up clarification","Interpreted for people who work for me, developed responses","uncertainties and lack of decision making on future operations, magnitude of budget cuts",frustrated,sought clarification,"All: upper administration meetings, college admin team meetings, staff huddles, faculty meetings, all via zoom",fine,"followed up, sought clarification, fielded questions",Not supported,Ali,"certainty on ramp up - returning to work, restarting research, the nature of summer and fall semesters, magnitude of budget cuts and guardrails around how to implement cuts.",CHANGED,,It has changed my plans,"For the near-term, everything about running the college has changed",Man,No,Heterosexual or straight,White,,dddddddddddddddd,Submit
5/7/2020 22:47:40,R_5cBc30ZsgjIYFON,removed for now,removed for now,,"Chemistry,Engineering,Life Sciences,Materials Science",,Student,Graduate student (second-year or above),,,None of these,,0,0,0,0,0,0,0,2,0,0,0,,2,0,0,0,0,0,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,"Email updates about what campus operations are open and which are closed, and how decision makers are making the decisions have been most helpful. ","I feel like UC Berkeley is doing a decent job in responding to the circumstances. I would like to have seen more help for students who are paying fees to reduce those fees since many services are not being used, but for me this doesn't apply since I am a fully funded PhD student.  ",I followed the guidelines issued to comply and keep campus/everyone safe. ,Most of the announcements regarding classes and exams have been unhelpful because they aren't relevant to me. ,"largely indifferent because it is irrelevant to me personally, but I am a bit concerned for students who will be negatively impacted by poorer quality classes",nothing because not relevant,I have been in contact with my advisor about how essential functions in the lab are being performed and how we will plan for a return to lab once conditions change. ,"My advisor really values our safety and ensuring that we are able to make progress on our research, so I feel like I am in good hands. ","At this point, I haven't done much because I don't need to.",Supported,Ali,"I would like to see more details on a plan for opening up campus again and keeping everyone safe, but I have received updates that university officials are working on one and will have it by June. ",CHANGED,"It may change my ability to get an internship in the near future, slow down my graduation a bit, or impact my ability to be a GSI (graduate student instructor). From a broader perspective, it probably won't have a much of an effect on my career plans. ",Somewhat,I now am more focused on writing up/publishing existing work than continuing with some of my projects because I can't currently work in the lab. ,Man,No,Heterosexual or straight,White,,,Submit
5/24/2020 22:01:21,R_5hFxzDJX7fw8dgZ,removed for now,removed for now,,Mathematical Sciences,,Professional,Faculty,,,"First generation to college (no parent/guardian in the household is a college graduate),Attended community college",,0,0,0,2,0,0,0,0,0,0,0,"While my salary hasn’t been impacted, I own a duplex and rent the other side to a local family. That family lost all income and wasn’t eligible for stimulus. We agreed to 2 months of reduced rent (they pay 40% of usual rent). Not sure what’s next, but I rely on their rent to help pay the mortgage. I have gotten no mortgage relief bc technically, we can still afford to pay the mortgage payment out of our savings.",2,0,0,0,2,0,2,0,0,,,,"Yes, explicitly mentioning COVID-19",,"Options for teaching modalities for fall, recurved around May 20 (near end of duty period for most faculty)","Mad bc it came so late in the game, requiring me to spend more of my nonduty period on work. ",I’m in the oeuvres of changing the schedule of classes I’m responsible for ,"Pres of the system released a public statement that all colleges would return to F2F instruction in fall. That is, for the most part, false. ","Mad, bc it was untrue and is giving students and faculty a false hope of f2f classes",In the process of changing schedule for fall,Same as above ,Same as above ,Same as above ,Not supported,Ali,Realistic hybrid and hyflex teaching models that doesn’t seem like double the amount of work ,NO CHANGE,,Somewhat,"Scrapping some student success initiatives bc mode of delivery is no longer conducive to accelerated, cohort based STEM onramping. Changed how I will teach in the fall.",Woman,No,Heterosexual or straight,White,,,Submit
4/11/2021 12:16:33,R_5tdCzQmc9HajqO5,removed for now,removed for now,,Geosciences,,Student,Graduate student (second-year or above),,,None of these,,0,0,0,0,2,2,0,"1,2",1,0,0,,2,0,0,2,2,0,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,Current status on whether or not we could go into the office and general plans due to the pandemic.,"Alright, glad they were aware and on top of things.",Listen and act on their best course of actions.,guidelines on how to to stay safe,redundant or ineffective because everywhere I would go after the first two weeks of the pandemic people were not maintaining the guidelines,nothing,none,isolated and uncared for,nothing..,Supported,Ali,,CHANGED,"extended the time in graduate school, most likely",Somewhat,Missing daily communication with faculty means that I hear less about current research and can not hop onto other projects as easily.,Man,No,Heterosexual or straight,White,,,Submit
5/13/2021 8:21:16,R_6eOlFjWS70BBai5,removed for now,removed for now,,Chemistry,,Professional,Faculty,,,None of these,,2,,2,0,"1,2",2,0,"1,2","1,2",0,0,,0,0,0,0,0,"1,2",0,0,0,,,,"Yes, explicitly mentioning COVID-19",,"COVID testing, on-campus protocols",Informed,I followed the recommendations because I trust the expertise of those who gave them.,Lack of information on alternatives to Zoom classes.,There was no communication.,I made the best of the situation.,"Conversations mostly with colleagues and students, about COVID protocols, challenges resulting from them, isolation and disconnection resulting from lock-down. Conversations have been either via e-mail or Zoom.","That we are in the same boat, despite all having to struggle individually.",I carried on carrying on.,Not supported,Ali,Nothing really.,CHANGED,It has simply amplified my awareness that I need a new career.,Somewhat,,Man,No,Heterosexual or straight,White,,"It has caused me to seriously question why I keep doing what I'm doing, despite being so unhappy doing it. The isolation, disconnection, loneliness, loss of friends, etc, that have resulted from this job, all these have simply been exacerbated by COVID.",Submit
5/7/2020 10:43:46,R_6hhKKty6EfAKY2l,removed for now,removed for now,,"Life Sciences,STEM Education and Learning ",,Professional,Faculty,,,None of these,,0,0,"1,2,3",0,2,"1,2,3",0,2,0,"2,3","2,3","I teach over 500 students across two lecture and lab courses. I had to shift my courses to remote education in less than a week. I had to keep things going for these students with no childcare, no work space, with no departmental support. The massive student devastation, and the lack of sleep just to keep up (having to work after kids went to bed) exacerbated personal mental health concerns (e.g., PTSD).","2,3",0,0,0,"2,3",0,0,"2,3","2,3",,,"Similar issues as expressed above. I can't attend research or teaching conferences. I don't have workspace at home, and I don't have childcare.","Yes, explicitly mentioning COVID-19",,the communication is frequent.,"frustrated. I am concerned about the inconsistencies and siloed communications. It would have been a good opportunity to have cohesive messaging that goes out to everyone. Staff aren't getting faculty information (even if it's crucial to their jobs), non-traditional students aren't getting student information, and many other similar issues.",I began forwarding what I got to people I knew needed it. I also began reaching out to my networks to get more complete information.,"""We intend to be back in the fall"" ","cycles of frustration. There is NO planning for the fall 2020, despite best coronavirus evidence for planning needs. Just ""we hope to be back in person."" The most frustrating communication is the platitudes from the Chancellor of the system. They keep pushing inevitable decisions back, which leave us less equipped to provide excellent education ","I decided that my course (serving ~10% of the student population) will be fully online. I began working with an instructional designer, and I will be implementing a skills (and compassion!)-based flipped remote class.","Many, many! Students, faculty, department, center for teaching, communities of practice, and more.","some positive, some negative, all exhausting. ","I'm just keeping-on going and advocating for what I think is the right thing to do for my students, for my classes, and for me (and my family!)",Not supported,Ali,"There is no plan in place for our fall classes. The messaging from the chancellor conflicts the governor's recommendations, the university is dragging its feet presumably for economic reasons, which means that it's hard to decide what path is best. ",CHANGED,"I would like to quit my job. I can't quit my job. I am exhausted, and I am reevaluating my path. I am advocating differently. So many ways.",Somewhat,"I had teaching research that I was in the middle of, and I had to back-burner because of the amount of time it took just to keep up with my course work-load. I lost teaching staff and student support (TA) lines, which adds work to my plate. ",Woman,No,Pansexual,"American Indian or Alaska Native,Black or African American,Hispanic or Latinx,White,Mixed Race (two or more races)",,Thank you for your work to capture our perspectives in this crisis.,Submit
5/9/2021 10:45:13,R_6Kz41KUhaSt3fGh,removed for now,removed for now,,Chemistry,,Professional,Faculty,,,"First generation to college (no parent/guardian in the household is a college graduate),Attended community college",,0,0,0,0,0,0,0,2,0,0,0,,2,0,0,0,0,0,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,"We have been kept informed about resources, levels of infection, mandated testing, and the availability of vaccine.",I felt that my university did a great job of reaching out and keeping us informed.,"Took precautions, modified my teaching, and stayed healthy.","Nothing was UNhelpful.  Some was lass important, but I was glad to have it.",I appreciate the efforts made by my university.,Followed guidelines.  Stayed healthy.,"Many of our faculty meetings addressed teaching during the pandemic.  These were with otherd in my department, as well as with senior administrators.",I was grateful.,Followed guidelines.   Stayed healthy.,Supported,Ali,None that I can think of.,NO CHANGE,,Not at all,,Man,No,Heterosexual or straight,White,,,Submit
7/4/2021 9:26:16,R_6my373otqKMUlnb,removed for now,removed for now,,"Life Sciences,STEM Education and Learning ",,Professional,Faculty,,,First generation to college (no parent/guardian in the household is a college graduate),,0,0,0,0,1,1,2,0,2,0,2,Elder care - live with 87 year old mother that cannot live alone,0,0,0,0,2,0,0,2,2,,,,"Yes, explicitly mentioning COVID-19",,Resources made available by Provost's Caregiving Task Force,Somewhat hopeful that institution cares about employees,Organized and ran a Virtual Tutor Corps for school-aged children of Clemson employees as a member of the Caregivers Task Force.,Constant email updates about teaching modalities.,Frustrated,Put my class online and ignored the rest of it.  Turned out to be the most effective way to reach students during the pandemic closures and interruptions,Many as I am Director of Clemson's TIGERS ADVANCE program,Mostly frustrated with lack of empathy and action from upper administration regarding faculty and staff concerns and hardships.,"Organized a campus wide TIGERS ADVANCE led workshop ""Equitable Faculty Evaluation in the Covid-19 Era"" that used specific fictional but realistic case studies to help TPR committees discuss how to mitigate covid-related changes for faculty workloads.",Supported,Ali,Funding for personnel to continue efforts listed above.,CHANGED,I plan to retire early (aged 62) from the university in summer 2022,It has changed my plans,I will resign as director of TIGERS ADVANCE,Woman,No,Heterosexual or straight,White,,,Submit
4/9/2020 18:14:05,R_6tKLqzaEi7TGPN7,removed for now,removed for now,,Life Sciences,,Professional,Employee (including Postdoctoral Scholars),,,None of these,,"2,3",,0,0,0,2,0,"1,2",2,0,0,Increased stress and anxiety associated with shelter-in-place/working from home. Increased feelings of isolation.,0,0,0,0,2,0,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,Updates on the state of the university and how PTO will be handled during this time. Updates on mental health resources that are available at distance.,"Overwhelmed by the sheer volume of emails. There were too many too fast, and many of them were communicating similar information.",Read and tried to delete irrelevant/organize relevant communications. Shut down my lab space and tried to follow shelter-in-place protocols to the best of my ability,Unhelpful to me but helpful to the university as a whole was information regarding changes in education policies/distance learning implementation.,ambivalent,"Mostly just read and ignored it, as it did not apply. ",Zoom meetings with my supervisors and my institute.,normal feelings about meetings. No strong feelings one way or another,"Have to adjust my home to be ""meeting friendly""",Not supported,Ali,How we will transition back into research labs. Will we reach a (new) normal any time soon?,CHANGED,I'm a little concerned about funding opportunities and whether I will be able to stay at my current job for more than the next year.,It has changed my plans,"some major projects that I was in the middle of had to be abandoned due to shelter-in-place. This is causing a major slowdown in experimental progress for my project, which has a fixed timeline for funding.",Woman,No,Heterosexual or straight,White,,,Submit
6/25/2021 20:07:17,R_6y4l5jvMwukHILT,removed for now,removed for now,,"Engineering,Mathematical Sciences",,Student,Graduate student (second-year or above),,Ph.D.,First generation to college (no parent/guardian in the household is a college graduate),,0,0,0,0,0,2,2,2,2,0,0,,0,2,0,0,2,2,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,There was a pretty good website.,"I felt comforted that the University was at least doing something, but also felt that they were panicking a little. I did feel relieved that they seemed to be willing to be generous about issues and delays with studies and research, though.","Last spring, they made it easy for us to vacate our apartments temporarily; I took advantage of this to move ""home"" for the summer.",We received multiple emails a week.,That the University was panicking.,Not much.,"I participated in a couple town halls, and am active in the Graduate Student Government community.",The only thing the conversations gave me that the emails and website didn't was that I became comforted that at least our University's head of public health knew what she was doing.,Not much.,Supported,Ali,"If anything, we've been getting too much information.",CHANGED,,Somewhat,"It exacerbated mental health problems, delaying my research.",Man,No,Heterosexual or straight,Other (write-in),Ashkenazi,,Submit
6/7/2021 12:09:07,R_6YfOhKxdib7YEj7,removed for now,removed for now,,Life Sciences,,Student,Graduate student (second-year or above),,Ph.D.,None of these,,0,0,3,0,2,"1,2",0,"1,2",2,0,0,,"1,2","1,2",0,0,2,"1,2",0,0,2,,,,"Yes, explicitly mentioning COVID-19",,Information on degree timeline extensions for graduate students,"Initially all of the institutional correspondence was specific to undergrads, and it took several months for graduate students to get targeted messages (e.g., about TA plans, degree extensions etc.)",Contacted faculty for more info. And eventually requested a degree timeline extension,Info on football games and other undergrad specific events,Annoyed that the institution was still having large in person gatherings ,Discussed among graduate student community,"Lab meeting discussions, emails among the museum community",Annoyed that we had to 'self organize' to get any sort of meaningful information,Formed a WhatsApp group to better discuss COVID related updates in a timely manner,Not supported,Ali,Information on whether vaccines will be required for fall attendance ,CHANGED,,It has changed my plans,,Woman,No,Heterosexual or straight,White,,"Huge impact to international travel, plans to go do field work and go to conferences. ",Submit
6/3/2021 10:23:03,R_8oxMMX29Ak0bXk5,removed for now,removed for now,,Chemistry,,Professional,Employee (including Postdoctoral Scholars),,,Attended community college,,1,,2,1,2,2,0,2,2,0,0,"Due to the pandemic, I now have anxiety, depression and ADHD.  I also now have a therapist, Psychiatrist and a cardiologist. It has been a rough time learning to cope with issues I never had before that now completely derail my life when they hit. My therapist and Psychiatrist are necessary partners in helping me cope with my mental health!",2,0,0,2,0,0,2,0,2,,,"It was a real blessing to be able to work from home to keep my job. However, working from home has its' OWN problems such as being able to STAY focused to get my work done and remain productive.","Yes, explicitly mentioning COVID-19",,"How the campus realigned during the pandemic with social distancing signage and mask requirements. Vaccine ability and eligibility. Course changes - moving to online and remote delivery. Numbers of COVID cases reported on campus, impact on our students, staff and instructors.","I was glad for the information.  However, it became overwhelming with the sheer amount of email communication (up to 5 email per day at times!).","Paid attention to mask mandates, changed my behavior for social distancing, searched for available vaccine sites and registration.  Why? - it made me feel safer to observe these practices.  It ALSO made those around me feel safer (people with compromised immunity, etc.)","Death counts - county, state, etc.  I understand why they are important to some.  But these made me feel more morose and hopeless.",The numbers were overwhelming and I felt helpless and anxious.  The information triggered both my anxiety and depression in negative ways.,Some days I shut down completely.  Hid at home and dealt with my depression since I was completely unable to focus and do my work.,Virtual meetings - discussed the plan for our department and courses becoming online or remote delivery for the interim during the pandemic and shut down.  Also discussions about virtual social events so we could stay connected to our students and staff for information and improved morale.,I felt that Chemistry was doing a good job of making our courses and materials available to our students during this trying time. I also appreciated the effort we have made to stay connected to our students to help boost morale and a feeling of community.,Made an extra effort to attend all the staff social hour events possible.  Why? - to stay connected with my staff team and help me feel like part of the team instead of feeling isolated and lonely all the time.,Supported,Ali,None at the moment.,CHANGED,"I have been a secretary all my career. I am taking steps to take some classes and pursue my dream of becoming a writer. Maybe I am not MEANT to be a secretary my whole life! While I have not caught the virus, I have lost several people around me to COVID or suicide due to COVID. This made me reflect on mortality and added to my anxiety and depression.  I now am not certain about my long term career path and am considering options that would allow me to work from home and reduce my stress.",Somewhat,My work projects remain the same.  But my personal projects have changed to pursue a hobby that MAY transform into a second career.,Woman,No,Heterosexual or straight,"White,Other (write-in)",Scottish and Norwegian,"While I have not caught the virus, I have lost several people around me to COVID or suicide due to COVID. This made me reflect on mortality and added to my anxiety and depression.  I now am not certain about my long term career path and am considering options that would allow me to work from home and reduce my stress.",Submit
6/16/2021 11:08:23,R_9n5f3ApRECGc1Tr,removed for now,removed for now,,Life sciences,Neuroscience,Professional,Employee (including Postdoctoral Scholars),Postdoc,,None of these,,0,0,0,0,2,2,0,2,2,"1,2",2,,2,0,0,0,"1,2","1,2",2,2,2,,,,"Yes, explicitly mentioning COVID-19",,"Plans for reopening the university to in-person research, very explicit steps","However, the timeline of that re-opening seemed preemptive considering the community numbers of COVID 19. Childcare, with a child who has had to remain at home with me while I work, is a huge concern, especially with finding safe childcare. This has almost been a debilitating stress in my life.",I know I need to find childcare but am not able to make myself starting finding it. The task seems overwhelming.,Being forced (threatened with termination) to come back in-person,"Makes me feel unsupported, isolated, and belittled",Nothing yet,Discussions with my direct supervisor in virtual meetings,"Unheard, gaslighted",Still figuring it out ,Not supported,Ali,,CHANGED,I am highly likely to leave academia now. Currently I am looking for a new position.,It has changed my plans,,Woman,No,Heterosexual or straight,White,,,Submit
6/1/2021 12:27:59,R_9yvqAeZUAYnagLL,removed for now,removed for now,,Physics and Astronomy,,Student,Graduate student (second-year or above),,Ph.D.,None of these,,0,0,0,0,"1,2","1,2",0,2,2,0,0,,2,0,0,0,0,0,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,"Accessing items from the office, plans for going back to work, testing and vaccine information",Safer that the school was realizing the concerns of the people in the institution,I got tested more and was able to comfortable request to go back to the office to pick up some needed work items,"I don't think anything has been unhelpful, but information has always come a bit more delayed than I would have liked",It makes me anxious that we have not received certain information when we have been requesting it for so long,Talk to administration within my department,I have spoken to administration in my department to see if they could give a clearer response about certain things,"Sometimes, they have the answer I am looking for, and sometimes they don't know any more than me which can be frustrating",Talked with friends and other fellow grad students to see how they wanted to go forward and proceed in that way,Not supported,Ali,"How many people will be able to access our offices again and what protocol within the office is (ie: wearing masks, etc.)",NO CHANGE,,It has changed my plans,"I can't go to conferences to present my work, network as easily with people in the field, and visit telescopes.",Woman,No,Heterosexual or straight,"Asian,White,Mixed Race (two or more races)",,I think what has been most hard as a grad student in a pandemic is that I don't have a huge house with a comfortable office space like other people might. I am confined to the small space I can afford which takes a toll on my mental health,Submit
4/11/2021 14:25:21,R_AFf35u3R8wxL41b,removed for now,removed for now,,Psychology,,Professional,Faculty,,,None of these,,0,0,2,0,0,"2,3",0,0,"1,2,3",0,0,"I have become so sedentary that my fitness has really suffered.  I didn't realize how much teaching helped my fitness.
Although I am more comfortable being a hermit than most people, even I have struggled with the social isolation.  I feel for those who were more social to begin
It has been hard to get counseling and marriage counseling- covid has made it all harder",2,0,0,0,2,0,0,"2,3",0,New issue due to COVID-19,Telework demands,"I am overwhelmed by the amount of work it takes to manage my class remotely.  Student integrity has PLUMMETED and I am distraught over the amount of cheating.  It is overwhelming monitoring for it, detecting it, and reporting it.  The cheating, I'm talking 5-50% of each class CAUGHT, has shaken my faith in my students.  My students' reports that their other teachers don't care have shaken my faith in my colleagues.  ","Yes, explicitly mentioning COVID-19",,The admin sends emails about COVID safety procedures/testing/vaccinations for faculty /students/staff.  ,It is way more complicated than it needs to be.  So many steps that could be streamlined,Follow the steps,They cut our summer and winter-term pay 65% (only faculty- no one else was asked to take a pay cut) and it looks like they will be cutting it again this summer.  ,"Furious, unappreciated, betrayed- especially after all the work I did to convert my courses to online (in two days) for the good of the cause.  Faculty did the bulk of the work to make the shift to online happen and we took the only pay cuts.  ",I complained.  I'm considering grieving to the union.  This pay cut will affect my pension to the tune of about $300 a month for the rest of my life.  I am taking lead in developing the Faculty Welfare Survey so that we can speak out.  ,The admin has been holding regular virtual meetings updating on the COVID safety procedures for faculty /students/staff.  They regularly pat themselves on the back about what a great job they have done.  ,Tired of them taking the credit and giving the faculty the shaft,Complain a little to my husband and friends.  Mostly keep it to myself.  ,Not supported,Ali,"When will we return.  Once we return, what sanitation schedule will be maintained and by whom.   ",CHANGED,I don't think I will try to go for Full Professor.  I also don't think I will take over Chair of my department.,,,Woman,No,Heterosexual or straight,White,,,Submit
5/16/2021 19:27:44,R_aggWrXg8KHMUrrr,removed for now,removed for now,,"Engineering,Materials Science",,Student,First-year graduate student,,Ph. D.,First generation to college (no parent/guardian in the household is a college graduate),,0,2,1,2,2,2,0,3,3,0,0,,2,0,0,2,3,2,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,"Information regarding meeting guidelines and online assistance opportunities. Includes information via email about resources like Zoom, Google drive, Dropbox, etc",I feel that the university provided as much help and information as possible,I utilized the resources available to me,Information about office spaces,"I did not feel comfortable utilizing my given office space, which was unfortunate. It would have been extremely useful in safer circumstances, but it was a space in close proximity to many spaces for other students",Found alternative work spaces on campus and at home,I have spoken to my advisor regarding appropriate and safe measures for lab safety and meeting procedures,I felt positive and informed,"Safely worked in the lab spaces, and preceeded with online meetings",Supported,Ali,None,CHANGED,,Somewhat,,Woman,No,Heterosexual or straight,White,,,Submit
